id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;id_usuario;tipo_usuario;nombre_usuario;id_libro;isbn;titulo_libro;autor;categoria;sede_biblioteca;estado_prestamo;multa_crc;canal_prestamo;id_bibliotecario;renovaciones;observaciones;cantidad_por_id
PRE0021762;2024-11-09;2024-11-30;          ;USR004884;Investigador;Kevin Sánchez Quesada      ;LB00505;2908466845504;Ciencia de Datos Aplicada Vol. 1        ;E. Quesada      ;Literatura ;Ingenierías     ;Atrasado    ;117500  ;Autoservicio;BIB0038;1              ;                               ;2
PRE0021764;2025-06-20;2025-07-18;2025-07-19;USR000106;Estudiante  ;Roberto Ramírez Solano     ;LB00214;1039308705932;Sistemas de Información Vol. 2         ;S. Atre         ;Literatura ;Humanidades      ;Devuelto    ;250     ;App móvil  ;BIB0012;0              ;Revisión pendiente            ;2
PRE0021764;2026-03-06;2026-03-13;2026-03-24;USR004035;Estudiante  ;Andrea Gómez Aguilar       ;LB00024;8692322602563;Ética y Tecnología Vol. 2             ;A. Pérez       ;Educación ;Ingenierías     ;Devuelto    ;2750    ;Autoservicio;BIB0037;0              ;Préstamo interbibliotecario   ;2
PRE0021766;2023-09-22;2023-10-20;          ;USR002291;Estudiante  ;Gabriela Calvo Vargas       ;LB00707;1074065004254;Gestión de Bases de Datos Vol. 2       ;D. Fernández   ;Sociología;Central          ;En préstamo;0       ;Autoservicio;BIB0008;3              ;Entrega con atraso             ;2
PRE0021766;2024-10-01;2024-10-15;2024-10-17;USR001025;Estudiante  ;Daniela Sánchez Salazar    ;LB00672;6000258955296;Sistemas de Información Vol. 4         ;J. Caserta      ;Literatura ;Ciencias Sociales;            ;500     ;Mostrador   ;BIB0016;               ;Revisión pendiente            ;2
PRE0021835;2024-03-08;2024-04-05;          ;USR004157;Estudiante  ;Rocío Navarro Murillo      ;LB00740;4413845960945;Metodología de la Investigación Vol. 2;N/A             ;Literatura ;Ingenierías     ;En préstamo;0       ;Mostrador   ;BIB0029;1              ;Entrega con atraso             ;2
PRE0021835;2025-02-25;2025-03-25;Sin dato  ;USR003660;Docente     ;Diego Mora Torres           ;LB00549;5460273415148;Ciencia de Datos Aplicada Vol. 4        ;A. Solís       ;Medicina   ;Ciencias Sociales;Devuelto    ;250     ;Autoservicio;BIB0036;3              ;Entrega con atraso             ;2
PRE0021846;2025-06-18;2025-06-25;2025-06-26;USR001106;Docente     ;Camila Solano Quesada       ;LB00330;4565118102203;Análisis Multivariado Vol. 4           ;L. Rodríguez   ;Sociología;Salud            ;Devuelto    ;250     ;En línea   ;BIB0020;3              ;                               ;2
PRE0021846;2026-01-14;2026-02-04;2026-02-07;USR004343;Estudiante  ;Daniela Blanco Gómez       ;LB00748;7887543943535;Metodología de la Investigación Vol. 1;M. Ross         ;Sociología;Pacífico        ;Devuelto    ;750     ;Autoservicio;BIB0014;0              ;                               ;2
PRE0021854;2024-02-22;2024-03-14;2024-03-26;USR000680;Estudiante  ;Carlos Sánchez Navarro     ;LB00183;0422325367294;Algoritmos y Estructuras Vol. 1         ;L. Rodríguez   ;Arte       ;Ingenierías     ;Devuelto    ;3000    ;App móvil  ;BIB0019;1              ;Usuario reporta portada dañada;2
PRE0021854;2025-04-26;2025-05-17;2025-05-22;USR003653;Funcionario ;Valeria Aguilar Campos      ;LB00094;4665905151864;Investigación de Operaciones Vol. 2    ;A. Solís       ;Educación ;Humanidades      ;Devuelto    ;1250    ;Mostrador   ;BIB0008;2              ;Renovado una vez               ;2
PRE0021879;2024-07-17;2024-07-24;2024-08-05;USR001446;Estudiante  ;Gabriela Navarro Blanco     ;LB00007;6532871012269;Metodología de la Investigación Vol. 3;J. Ramírez     ;Sociología;Ingenierías     ;Devuelto    ;3000    ;Mostrador   ;BIB0022;0              ;Préstamo interbibliotecario   ;2
PRE0021879;2025-12-05;2025-12-26;          ;USR001313;Funcionario ;Laura Torres Rojas          ;LB00677;3617061713665;Historia de Costa Rica Vol. 1           ;S. Atre         ;Educación ;Central          ;Atrasado    ;19750   ;En línea   ;BIB0015;1              ;                               ;2
PRE0021889;2024-07-23;2024-07-30;2024-07-31;USR002789;Estudiante  ;Andrés Navarro Navarro     ;LB00642;6249451475410;Algoritmos y Estructuras Vol. 3         ;S. Gómez       ;Derecho    ;Ciencias Sociales;Devuelto    ;250     ;En línea   ;BIB0004;1              ;                               ;2
PRE0021889;2024-12-25;2025-01-15;2025-01-14;USR001121;Estudiante  ;Ana Jiménez Vega           ;LB00203;1918261990623;Economía Digital Vol. 3                ;L. Mora         ;Ingeniería;Occidente        ;Devuelto    ;0       ;Autoservicio;BIB0025;1              ;Entrega con atraso             ;2
PRE0021960;2024-07-20;2024-08-17;          ;USR003733;FUNC        ;Julio Araya Salazar         ;LB00001;4332181960013;Derecho de la Información Vol. 1       ;R. Kimball      ;INGENIER�?A;Salud            ;En préstamo;0       ;App móvil  ;BIB0018;0              ;Renovado una vez               ;2
PRE0021960;2026-02-11;2026-03-11;2026-03-11;USR002607;Estudiante  ;Julio Ramírez Campos       ;LB00136;2054932966851;Metodología de la Investigación Vol. 4;M. Sánchez     ;Ingeniería;Occidente        ;Devuelto    ;0       ;Autoservicio;BIB0035;1              ;Revisión pendiente            ;2
PRE0021970;2023-01-27;2023-02-10;2023-02-15;USR001338;Estudiante  ;Paola Jiménez Alvarado     ;LB00675;6027523343836;Fundamentos de Bibliotecología Vol. 1  ;C. Inmon        ;Sociología;Atlántico       ;Devuelto    ;1250    ;App móvil  ;BIB0036;0              ;                               ;2
PRE0021970;2024-09-01;2024-09-08;Sin dato  ;USR002465;Estudiante  ;Alonso Vega Ramírez        ;LB00526;2687681180715;Teoría de la Información Vol. 4       ;R. Kimball      ;Literatura ;Humanidades      ;Atrasado    ;138250  ;En línea   ;BIB0027;0              ;Renovado una vez               ;2
PRE0022025;2023-01-13;2023-02-10;          ;USR001612;Funcionario ;Carlos Sánchez Castro      ;LB00078;9856984789611;Historia de Costa Rica Vol. 2           ;M. Sánchez     ;Sociología;Central          ;Atrasado    ;282250  ;Mostrador   ;BIB0026;2              ;Préstamo interbibliotecario   ;2
PRE0022025;2024-02-23;2024-03-22;Sin dato  ;USR002611;Estudiante  ;  Luis Calvo Torres         ;LB00611;6940539672757;Ética y Tecnología Vol. 2             ;L. Rodríguez   ;Ciencias   ;Atlántico       ;Devuelto    ;1500    ;En línea   ;BIB0019;0              ;                               ;2
PRE0022030;2024-03-04;2024-03-11;2024-03-18;USR000974;Estudiante  ;Miguel Chaves Gómez        ;LB00033;8687277434873;Teoría de la Información Vol. 3       ;L. Mora         ;Sociología;Salud            ;Devuelto    ;1750    ;App móvil  ;BIB0012;3              ;                               ;2
PRE0022030;2024-12-03;2024-12-17;2024-12-29;USR001238;Estudiante  ;Camila Castro Calvo         ;LB00282;8725639427881;Análisis Multivariado Vol. 1           ;M. Sánchez     ;Economía  ;Pacífico        ;Devuelto    ;3000    ;En línea   ;BIB0012;0              ;Revisión pendiente            ;2
PRE0022083;2024-05-16;2024-05-23;          ;USR000483;Estudiante  ;Elena Gómez Valverde       ;LB00638;1429001851327;Introducción a la Estadística Vol. 1  ;L. Rodríguez   ;Tecnología;Ciencias Sociales;Atrasado    ;165250  ;En línea   ;BIB0024;1              ;Renovado una vez               ;2
PRE0022083;2025-08-15;2025-09-12;2025-09-20;USR002513;Estudiante  ;Manuel Herrera Mora         ;LB00116;8018242253584;Fundamentos de Bibliotecología Vol. 2  ;L. Rodríguez   ;Arte       ;Salud            ;Devuelto    ;2000    ;Mostrador   ;BIB0010;0              ;Renovado una vez               ;2
PRE0022090;2025-03-13;2025-04-03;          ;USR004895;Estudiante  ;Alonso Murillo Solano       ;LB00371;8078235784521;Gestión de Bases de Datos Vol. 2       ;C. Inmon        ;Medicina   ;Central          ;Atrasado    ;86500   ;App móvil  ;BIB0011;0              ;Revisión pendiente            ;2
PRE0022090;2025-03-30;2025-04-27;          ;USR000952;Docente     ;Javier Valverde Rodríguez  ;LB00717;1975466176620;Visualización de Datos Vol. 3          ;D. Fernández   ;Derecho    ;Salud            ;Atrasado    ;80500   ;Mostrador   ;BIB0031;3              ;  revisar datos                ;2
PRE0022101;2024-04-15;2024-05-06;          ;USR003437;Estudiante  ;Sebastián Solano Alvarado  ;LB00145;6903311907903;Análisis Multivariado Vol. 1           ;M. Ross         ;Derecho    ;Central          ;Perdido     ;10000   ;App móvil  ;BIB0033;3              ;                               ;2
PRE0022101;2025-01-14;2025-01-28;2025-01-30;USR002613;Estudiante  ;Rocío Cordero Sánchez     ;LB00106;7221704303054;Derecho de la Información Vol. 2       ;L. Mora         ;Ingeniería;Ciencias Sociales;Devuelto    ;500     ;En línea   ;BIB0012;1              ;Entrega con atraso             ;2
PRE0022136;2025-01-18;2025-02-15;2025-02-20;USR002533;Estudiante  ;Andrés Quesada Salazar     ;LB00465;0159416516231;Programación en Python Vol. 1          ;S. Atre         ;Literatura ;Pacífico        ;Devuelto    ;1250    ;App móvil  ;BIB0009;1              ;Usuario reporta portada dañada;2
PRE0022136;2025-07-05;2025-07-26;          ;USR003693;Estudiante  ;Javier Jiménez Valverde    ;LB00554;2599996636186;Minería de Datos Vol. 1                ;M. Ross         ;Ciencias   ;Humanidades      ;Perdido     ;5000    ;En línea   ;BIB0031;2              ;Usuario reporta portada dañada;2
PRE0022152;2023-09-26;2023-10-10;Sin dato  ;USR000374;Funcionario ;Sofía Ramírez Aguilar     ;LB00750;9283692944551;Diseño de Experimentos Vol. 4          ;J. Ramírez     ;Tecnología;Atlántico       ;Devuelto    ;1250    ;Autoservicio;BIB0037;0              ;Préstamo interbibliotecario   ;2
PRE0022152;2024-07-11;2024-08-08;          ;USR001990;Estudiante  ;Julio Torres Solano         ;LB00327;5730652407784;Visualización de Datos Vol. 2          ;C. Vargas       ;Economía  ;Humanidades      ;Atrasado    ;146000  ;App móvil  ;BIB0030;0              ;                               ;2
PRE0022179;2023-04-01;2023-04-15;          ;USR004136;Funcionario ;Roberto Castro Sánchez     ;LB00283;3928272299275;Gobernanza de Datos Vol. 3              ;R. Kimball      ;DERECHO    ;Ciencias Sociales;Atrasado    ;266250  ;En línea   ;BIB0006;3              ;Préstamo interbibliotecario   ;2
PRE0022179;2024-11-09;2024-12-07;2024-12-07;USR002373;Estudiante  ;Daniela Salazar Calvo       ;LB00701;0737100943882;Teoría de la Información Vol. 3       ;S. Atre         ;Sociología;Occidente        ;Devuelto    ;0       ;Autoservicio;BIB0033;0              ;                               ;2
PRE0022237;2023-04-21;2023-05-05;2023-05-03;USR002300;Estudiante  ;Natalia Rojas Calvo         ;LB00162;4262655110475;Sistemas de Información Vol. 2         ;C. Inmon        ;Historia   ;Central          ;Devuelto    ;0       ;Mostrador   ;BIB0009;0              ;                               ;2
PRE0022237;2024-11-27;2024-12-04;          ;USR004487;Investigador;Mariana Murillo Murillo     ;LB00075;978-1-ABC    ;Introducción a la Estadística Vol. 3  ;L. Rodríguez   ;Ciencias   ;Salud            ;Atrasado    ;116500  ;En línea   ;BIB0027;1              ;                               ;2
PRE0022333;2023-05-15;2023-05-22;2023-06-01;USR003985;Estudiante  ;Ana Mora Rojas              ;LB00645;9689313503058;Visualización de Datos Vol. 2          ;E. Quesada      ;Historia   ;Ciencias Sociales;Devuelto    ;2500    ;Mostrador   ;BIB0013;1              ;Entrega con atraso             ;2
PRE0022333;2024-05-20;2024-06-17;2024-06-20;USR004352;Estudiante  ;Javier Solano Aguilar       ;LB00092;4119986798079;Investigación de Operaciones Vol. 1    ;M. Ross         ;Educación ;Ingenierías     ;Devuelto    ;750     ;Mostrador   ;BIB0027;0              ;Entrega con atraso             ;2
PRE0022338;2024-09-26;2024-10-10;          ;USR002260;Estudiante  ;Paula Castro Rodríguez     ;LB00612;8341465111312;Algoritmos y Estructuras Vol. 3         ;M. Sánchez     ;Arte       ;Atlántico       ;Atrasado    ;130250  ;Autoservicio;BIB0017;0              ;Entrega con atraso             ;2
PRE0022338;2026-02-09;2026-02-23;2026-02-19;USR001478;Estudiante  ;Diego Calvo Vargas          ;LB00406;2041792911179;Gestión de Bases de Datos Vol. 2       ;L. Rodríguez   ;Literatura ;Occidente        ;Devuelto    ;0       ;App móvil  ;BIB0015;1              ;Préstamo interbibliotecario   ;2
PRE0022372;2023-01-24;2023-01-31;2023-01-31;USR001210;Estudiante  ;Gabriela Quesada Quesada    ;LB00690;1041459642297;Economía Digital Vol. 1                ;M. Sánchez     ;Literatura ;Occidente        ;Devuelto    ;0       ;Mostrador   ;BIB0013;0              ;Préstamo interbibliotecario   ;2
PRE0022372;2025-07-06;2025-08-03;2025-08-07;USR001172;Estudiante  ;Roberto Torres Ramírez     ;LB00369;2405682996291;Análisis Multivariado Vol. 3           ;A. Solís       ;Historia   ;Ingenierías     ;Devuelto    ;1000    ;En línea   ;BIB0036;1              ;                               ;2
PRE0022405;2023-04-13;2023-04-27;2023-05-04;USR001206;Estudiante  ;Manuel Araya Castro         ;LB00113;7271551884422;Análisis Multivariado Vol. 1           ;L. Rodríguez   ;Historia   ;Pacífico        ;Devuelto    ;1750    ;App móvil  ;BIB0024;0              ;Revisión pendiente            ;2
PRE0022405;2025-07-12;2025-08-02;2025-08-12;USR004022;Estudiante  ;Miguel Sánchez Gómez      ;LB00642;6249451475410;Algoritmos y Estructuras Vol. 3         ;S. Gómez       ;Derecho    ;Salud            ;Devuelto    ;2500    ;Autoservicio;BIB0025;2              ;Renovado una vez               ;2
PRE0022457;2023-02-25;2023-03-04;          ;USR004267;Investigador;Alonso Rodríguez Campos    ;LB00733;0272405593429;Metodología de la Investigación Vol. 2;M. Ross         ;Historia   ;Ingenierías     ;En préstamo;0       ;Mostrador   ;BIB0004;3              ;Entrega con atraso             ;2
PRE0022457;2025-11-19;2025-12-10;2025-12-06;USR002414;Estudiante  ;Roberto Rodríguez Chaves   ;LB00182;0958498254494;Teoría de la Información Vol. 2       ;P. Ponniah      ;Tecnología;Ingenierías     ;Devuelto    ;0       ;En línea   ;BIB0011;0              ;Entrega con atraso             ;2
PRE0022467;2023-10-12;2023-10-26;2023-10-31;USR003948;Estudiante  ;Paula Araya Salazar         ;LB00340;6799813646225;Minería de Datos Vol. 2                ;L. Rodríguez   ;Literatura ;Humanidades      ;Devuelto    ;1250    ;App móvil  ;BIB0036;1              ;Préstamo interbibliotecario   ;2
PRE0022467;2024-10-26;2024-11-23;2024-12-05;USR003434;Estudiante  ;Lucía Rodríguez Salazar   ;LB00359;2064474212309;Administración de Proyectos Vol. 2     ;S. Gómez       ;Ciencias   ;Atlántico       ;Devuelto    ;3000    ;App móvil  ;BIB0024;3              ;Usuario reporta portada dañada;2
PRE0022534;2023-02-06;2023-02-13;          ;USR003366;Externo     ;Andrea Blanco Campos        ;LB00368;7857608495880;Derecho de la Información Vol. 2       ;S. Atre         ;Ciencias   ;Atlántico       ;En préstamo;0       ;Mostrador   ;BIB0014;3              ;Préstamo interbibliotecario   ;2
PRE0022534;2024-10-17;2024-10-31;          ;USR000884;Externo     ;Alonso Mora Salazar         ;LB00655;2711332288985;Administración de Proyectos Vol. 1     ;D. Fernández   ;Ciencias   ;Occidente        ;Atrasado    ;125000  ;App móvil  ;BIB0028;1              ;                               ;2
PRE0022566;2023-12-02;2023-12-09;          ;USR000298;Estudiante  ; Luis Gómez Chaves         ;LB00255;9002877217535;Ética y Tecnología Vol. 4             ;L. Rodríguez   ;Economía  ;Ingenierías     ;Atrasado    ;-1000   ;App móvil  ;BIB0027;0              ;Renovado una vez               ;2
PRE0022566;2024-06-10;2024-06-24;2024-06-25;USR000027;Estudiante  ;Andrea Valverde Mora        ;LB00405;8782931027079;Gobernanza de Datos Vol. 1              ;P. Ponniah      ;Derecho    ;Humanidades      ;Devuelto    ;250     ;En línea   ;BIB0009;0              ;                               ;2
PRE0022591;2023-12-28;2024-01-18;2024-01-26;USR004012;Estudiante  ;Paula Vargas Vargas         ;LB00646;5524728633302;Visualización de Datos Vol. 2          ;A. Pérez       ;Literatura ;Central          ;Devuelto    ;2000    ;Mostrador   ;BIB0038;1              ;                               ;2
PRE0022591;2025-04-14;2025-05-12;2025-05-07;USR004975;Estudiante  ;Daniela Rojas Calvo         ;LB00582;4622522372817;Economía Digital Vol. 4                ;J. Ramírez     ;Derecho    ;Ingenierías     ;Devuelto    ;0       ;Mostrador   ;BIB0025;3              ;Préstamo interbibliotecario   ;2
PRE0022656;2023-05-06;2023-05-13;          ;USR000594;Estudiante  ;Andrés Rojas Blanco        ;LB00700;5720765024120;Ética y Tecnología Vol. 1             ;S. Gómez       ;Ciencias   ;Central          ;Atrasado    ;259250  ;Autoservicio;BIB0037;1              ;Entrega con atraso             ;2
PRE0022656;2025-09-01;2025-09-08;2025-09-04;USR001293;Estudiante  ;Mariana Salazar Torres      ;LB00705;9859167954107;Arquitectura de Datos Vol. 3            ;P. Ponniah      ;Literatura ;Ciencias Sociales;Devuelto    ;0       ;Mostrador   ;BIB0029;0              ;                               ;2
PRE0022730;2024-08-29;2024-09-26;          ;USR004739;Estudiante  ;Paula Sánchez Blanco       ;LB00746;5042901935889;Visualización de Datos Vol. 3          ;R. Kimball      ;Ciencias   ;Ciencias Sociales;Atrasado    ;133750  ;Autoservicio;BIB0024;0              ;                               ;2
PRE0022730;2026-03-13;2026-04-10;          ;USR001118;Estudiante  ;Roberto Rodríguez Castro   ;LB00525;4743553795020;Teoría de la Información Vol. 3       ;C. Vargas       ;Derecho    ;Atlántico       ;En préstamo;0       ;En línea   ;BIB0029;1              ;Usuario reporta portada dañada;2
PRE0022743;2023-11-22;2023-12-13;          ;USR002327;Estudiante  ; Alonso Rodríguez Vega     ;LB00068;1047095214562;Teoría de la Información Vol. 3       ;L. Rodríguez   ;Derecho    ;Humanidades      ;En préstamo;0       ;En línea   ;BIB0038;1              ;                               ;2
PRE0022743;2025-04-19;2025-05-10;2025-05-18;USR000524;Estudiante  ;Luis Alvarado Castro        ;LB00330;4565118102203;Análisis Multivariado Vol. 4           ;L. Rodríguez   ;Sociología;Occidente        ;Devuelto    ;2000    ;Autoservicio;BIB0008;0              ;Renovado una vez               ;2
PRE0022758;2024-07-11;2024-07-25;2024-07-27;USR002215;Estudiante  ;Miguel Castro Rodríguez    ;LB00072;5869261796405;Redes y Telecomunicaciones Vol. 2       ;E. Quesada      ;Medicina   ;Salud            ;Devuelto    ;500     ;Autoservicio;BIB0010;1              ;Renovado una vez               ;2
PRE0022758;2025-07-12;2025-08-02;          ;USR004881;Estudiante  ;Julio Campos Murillo        ;LB00373;4353344857142;Aprendizaje Automático Vol. 3          ;R. Kimball      ;Sociología;Humanidades      ;Atrasado    ;56250   ;Mostrador   ;BIB0012;2              ;Préstamo interbibliotecario   ;2
PRE0022768;2024-12-12;2025/99/99;          ;USR000866;Docente     ;David Murillo Murillo       ;LB00027;9816934060883;Ciencia de Datos Aplicada Vol. 3        ;C. Vargas       ;Arte       ;Occidente        ;Atrasado    ;112750  ;Mostrador   ;BIB0024;0              ;Usuario reporta portada dañada;2
PRE0022768;2026-02-18;2026-03-11;          ;USR001668;Estudiante  ;Andrea Araya Alvarado       ;LB00611;6940539672757;Ética y Tecnología Vol. 2             ;L. Rodríguez   ;Tecnología;Central          ;Perdido     ;15000   ;web         ;BIB0021;1              ;                               ;2
PRE0022793;2023-01-12;2023-02-02;2023-02-05;USR004729;Estudiante  ;Ana Rojas Mora              ;LB00355;7038860868034;derecho de la información vol. 1       ;A. Pérez       ;Medicina   ;Occidente        ;Devuelto    ;750     ;App móvil  ;BIB0002;0              ;Préstamo interbibliotecario   ;2
PRE0022793;2025-06-08;2025-07-06;          ;USR001901;Estudiante  ;María Blanco Salazar       ;LB00669;9286646491111;Ciencia de Datos Aplicada Vol. 3        ;S. Gómez       ;Economía  ;Salud            ;En préstamo;0       ;Autoservicio;BIB0028;1              ;Préstamo interbibliotecario   ;2
PRE0022799;2024-10-12;2024-11-02;          ;USR003626;Estudiante  ;Kevin Chaves Quesada        ;LB00250;8114374470120;Aprendizaje Automático Vol. 4          ;L. Rodríguez   ;Historia   ;Humanidades      ;Atrasado    ;124500  ;App móvil  ;BIB0036;0              ;Préstamo interbibliotecario   ;2
PRE0022799;2025-10-30;2025-11-13;          ;USR002922;Estudiante  ;Diego Blanco Alvarado       ;LB00249;6420873753001;Análisis Multivariado Vol. 3           ;P. Ponniah      ;Educación ;Central          ;Perdido     ;5000    ;Mostrador   ;BIB0019;1              ;Usuario reporta portada dañada;2
PRE0022850;2025-05-05;2025-05-19;          ;USR000464;Estudiante  ;Miguel Calvo Araya          ;LB00343;5979270335211;Modelado Dimensional Vol. 1             ;D. Fernández   ;Ciencias   ;Ciencias Sociales;Atrasado    ;75000   ;Mostrador   ;BIB0019;0              ;                               ;2
PRE0022850;2025-12-23;2025-12-30;          ;USR003030;Estudiante  ;Manuel Jiménez Rodríguez  ;LB00100;1375060685361;Arquitectura de Datos Vol. 4            ;NULL            ;Arte       ;Pacífico        ;En préstamo;0       ;En línea   ;BIB0036;0              ;Renovado una vez               ;2
PRE0022881;2026-01-15;2026-01-29;2026-02-08;USR004838;Estudiante  ;Natalia Rodríguez Alvarado ;LB00380;9669583219719;Gobernanza de Datos Vol. 1              ;C. Vargas       ;Tecnología;Ingenierías     ;Devuelto    ;2500    ;Mostrador   ;BIB0017;0              ;Usuario reporta portada dañada;2
PRE0022881;2026-03-08;2026-03-22;2026-04-03;USR004143;Estudiante  ;Daniela Chaves Solano       ;LB00661;2166365155973;Derecho de la Información Vol. 4       ;A. Pérez       ;Historia   ;Ciencias Sociales;Devuelto    ;3000    ;Mostrador   ;BIB0011;2              ;Revisión pendiente            ;2
PRE0022897;2023-08-24;2023-08-31;          ;USR004242;Estudiante  ;David Aguilar Jiménez      ;LB00409;1002194672324;Gobernanza de Datos Vol. 2              ;R. Kimball      ;Medicina   ;Salud            ;Perdido     ;15000   ;Autoservicio;BIB0020;3              ;                               ;2
PRE0022897;2023-12-07;2024-01-04;2024-01-06;USR004700;Estudiante  ;Javier Torres Murillo       ;LB00153;2353693785477;Introducción a la Estadística Vol. 3  ;J. Ramírez     ;Matemática;Salud            ;Devuelto    ;500     ;En línea   ;BIB0001;1              ;                               ;2
PRE0023018;2023-08-25;2023-09-22;2023-09-21;USR002371;Estudiante  ;  Luis Gómez Solano        ;LB00657;8171752421495;Aprendizaje Automático Vol. 1          ;L. Rodríguez   ;MATEM�?TICA;Ingenierías     ;Devuelto    ;0       ;App móvil  ;BIB0015;1              ;                               ;2
PRE0023018;2023-09-03;2023-09-24;2023-10-02;USR002883;Investigador;Daniela Vargas Calvo        ;LB00032;3287083172788;Fundamentos de Bibliotecología Vol. 1  ;A. Pérez       ;Arte       ;Central          ;Devuelto    ;2000    ;Autoservicio;BIB0030;2              ;Renovado una vez               ;2
PRE0023062;2025-04-29;2025-05-20;2025-06-01;USR002301;Estudiante  ;José Rodríguez Sánchez   ;LB00248;9261891411739;Ética y Tecnología Vol. 1             ;M. Sánchez     ;Sociología;Salud            ;Devuelto    ;3000    ;App móvil  ;BIB0022;1              ;Renovado una vez               ;2
PRE0023062;2026-02-01;2026-03-01;          ;USR000814;Funcionario ;Miguel Calvo Navarro        ;LB00505;2908466845504;Ciencia de Datos Aplicada Vol. 1        ;E. Quesada      ;Literatura ;Ingenierías     ;En préstamo;0       ;App móvil  ;BIB0019;0              ;                               ;2
PRE0023117;2023-08-22;2023-08-29;2023-09-02;USR003346;Estudiante  ;Elena Chaves Quesada        ;LB00574;6293449734715;Sistemas de Información Vol. 2         ;P. Ponniah      ;Tecnología;Salud            ;Devuelto    ;1000    ;Mostrador   ;BIB0025;1              ;Usuario reporta portada dañada;2
PRE0023117;2024-12-01;2024-12-22;2024-12-18;USR003379;Estudiante  ;Kevin Ramírez Blanco       ;LB00119;7102767735925;Visualización de Datos Vol. 2          ;E. Quesada      ;Matemática;Atlántico       ;Devuelto    ;0       ;App móvil  ;BIB0022;2              ;Usuario reporta portada dañada;2
PRE0023124;2024-01-28;2024-02-18;2024-02-15;USR001399;Docente     ;Julio Herrera Ramírez      ;LB00379;1487696393827;Gobernanza de Datos Vol. 1              ;C. Vargas       ;Economía  ;Ingenierías     ;Devuelto    ;0       ;App móvil  ;BIB0031;0              ;                               ;2
PRE0023124;2025-03-23;2025-04-13;          ;USR002735;Estudiante  ;N/A                         ;LB00436;0024471462730;Sistemas de Información Vol. 4         ;L. Mora         ;Tecnología;Occidente        ;Atrasado    ;84000   ;En línea   ;BIB0007;0              ;Revisión pendiente            ;2
PRE0023154;2023-08-09;2023-08-30;2023-08-29;USR002070;Estudiante  ;Alonso Sánchez Rodríguez  ;LB00599;1367492617647;Derecho de la Información Vol. 4       ;J. Caserta      ;Literatura ;Ingenierías     ;Devuelto    ;0       ;En línea   ;BIB0023;3              ;Préstamo interbibliotecario   ;2
PRE0023154;2024-02-05;2024-02-19;2024-03-01;USR003392;Estudiante  ;Carlos Sánchez Rojas       ;LB00036;8893734670656;Modelado Dimensional Vol. 3             ;E. Quesada      ;Arte       ;Ciencias Sociales;Devuelto    ;2750    ;Mostrador   ;BIB0020;3              ;Usuario reporta portada dañada;2
PRE0023155;2023-12-01;2023-12-22;          ;USR000503;Estudiante  ; Rocío Castro Cordero      ;LB00730;0783567430003;Fundamentos de Bibliotecología Vol. 3  ;M. Ross         ;Historia   ;Occidente        ;En préstamo;0       ;App móvil  ;BIB0031;0              ;Revisión pendiente            ;2
PRE0023155;2024-01-13;2024-02-03;2024-01-30;USR000825;Estudiante  ;David Mora Alvarado         ;LB00076;6811775891783;Arquitectura de Datos Vol. 1            ;L. Rodríguez   ;Ingeniería;Salud            ;Devuelto    ;0       ;APP         ;BIB0036;1              ;                               ;2
PRE0023179;2024-11-19;2024-11-26;          ;USR001317;Estudiante  ;Elena Alvarado Rodríguez   ;LB00571;0397524508640;Análisis Multivariado Vol. 2           ;E. Quesada      ;Tecnología;Salud            ;En préstamo;0       ;En línea   ;BIB0001;1              ;Préstamo interbibliotecario   ;2
PRE0023179;2025-10-10;2025-10-31;          ;USR001092;Estudiante  ;Camila Ramírez Salazar     ;LB00720;4617679298842;Economía Digital Vol. 2                ;M. Sánchez     ;Derecho    ;Atlántico       ;Atrasado    ;33750   ;App móvil  ;BIB0004;0              ;Revisión pendiente            ;2
PRE0023188;2024-04-17;2024-04-24;          ;USR003055;Estudiante  ;Camila Solano Vargas        ;LB00575;7689627066149;Gobernanza de Datos Vol. 4              ;S. Gómez       ;Medicina   ;Humanidades      ;En préstamo;0       ;App móvil  ;BIB0011;0              ;Renovado una vez               ;2
PRE0023188;2025-01-28;2025-02-18;2025-02-21;USR004058;Docente     ;Manuel Vargas Castro        ;LB00249;6420873753001;Análisis Multivariado Vol. 3           ;P. Ponniah      ;Educación ;Ciencias Sociales;Devuelto    ;750     ;En línea   ;BIB0032;2              ;Revisión pendiente            ;2
PRE0023232;2023-03-14;2023-03-21;          ;USR003412;Estudiante  ;Andrea Campos Vega          ;LB00635;5439627365271;Redes y Telecomunicaciones Vol. 2       ;L. Mora         ;Tecnología;Occidente        ;Atrasado    ;272500  ;En línea   ;BIB0035;               ;                               ;2
PRE0023232;2025-12-23;2025-12-30;          ;USR002521;Estudiante  ;Mariana Castro Alvarado     ;LB00619;7225605313402;Arquitectura de Datos Vol. 1            ;L. Mora         ;Derecho    ;Humanidades      ;Atrasado    ;18750   ;Autoservicio;BIB0012;3              ;Préstamo interbibliotecario   ;2
PRE0023244;2024-08-08;2024-08-22;2024-08-28;USR002929;Funcionario ;Sebastián Calvo Alvarado   ;LB00644;6769523668788;Gobernanza de Datos Vol. 3              ;C. Vargas       ;Medicina   ;Ciencias Sociales;Devuelto    ;1500    ;Autoservicio;BIB0038;0              ;                               ;2
