id_prestamo;fecha_prestamo;fecha_vencimiento;fecha_devolucion;categoria;tipo_usuario;estado_prestamo;canal_prestamo;isbn;renovaciones;autor;sede_biblioteca;nombre_usuario;observaciones;titulo_libro;id_libro;id_bibliotecario;multa_crc;id_usuario;nr_errores;descripcion_error;campos_error;codigos_error
PRE0066962;2023-05-06;;2023-05-20;Tecnología;Funcionario;En préstamo;Mostrador;0234679121416;1;S. Gómez;Central;Roberto Aguilar Ramírez;;Administración de Proyectos Vol. 2;LB00583;BIB0025;0.0;USR002825;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0066984;2025-09-08;2025-09-15;2025-09-10;Sociología;Estudiante;;Autoservicio;8554601585174;1;A. Pérez;Occidente;Gabriela Murillo Solano;;Gobernanza de Datos Vol. 4;LB00402;BIB0022;0.0;USR001989;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0066988;2023-12-19;2024-01-02;2023-12-16;Tecnología;Funcionario;En préstamo;En línea;000X;0;S. Atre;Occidente;Valeria Sánchez Solano;;Fundamentos de Bibliotecología Vol. 3;LB00293;BIB0020;0.0;USR000036;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0066999;2023-12-28;2024-01-11;2024-01-19;Ciencias;Docente;Devuelto;Mostrador;9781ABC;3;S. Gómez;Pacífico;José Gómez Gómez;;Derecho de la Información Vol. 4;LB00678;BIB0021;2000.0;USR001314;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067014;;2023-11-08;;Historia;Estudiante;Atrasado;App móvil;4629613671577;0;L. Rodríguez;Humanidades;Laura Valverde Murillo;Renovado una vez;Economía Digital Vol. 1;LB00660;BIB0004;214500.0;USR003950;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067017;2023-08-17;2023-08-31;2023-09-05;Historia;Estudiante;Devuelto;Autoservicio;9689313503058;0;E. Quesada;Central;Paula Torres Ramírez;;Visualización de Datos Vol. 2;LB00645;;1250.0;USR004462;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0067034;2025-10-07;2025-11-04;2025-11-02;Historia;Docente;Devuelto;En línea;12345;2;C. Vargas;Central;Andrea Torres Rodríguez;;Arquitectura de Datos Vol. 2;LB00095;BIB0039;0.0;USR004473;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067074;;2024-06-27;2024-07-02;Literatura;Estudiante;Devuelto;Autoservicio;1364971892419;0;A. Solís;Central;Mariana Mora Mora;;Historia de Costa Rica Vol. 3;LB00568;BIB0010;1250.0;USR004156;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067076;2024-08-12;2024-09-09;2024-09-06;Matemática;Docente;Devuelto;Mostrador;;1;R. Kimball;Humanidades;Manuel Alvarado Salazar;Préstamo interbibliotecario;Gobernanza de Datos Vol. 3;LB00433;BIB0005;0.0;USR000188;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0067078;2025-02-04;2025-02-11;2025-02-06;Ciencias;Estudiante;Devuelto;Autoservicio;12345;1;S. Gómez;Humanidades;Roberto Rodríguez Castro;;Visualización de Datos Vol. 4;LB00087;BIB0016;0.0;USR001118;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067083;2023-10-05;2023-10-26;2023-10-25;Derecho;Estudiante;Devuelto;Autoservicio;0303243298395;;A. Pérez;Ciencias Sociales;Elena Chaves Quesada;Usuario reporta portada dañada;Algoritmos y Estructuras Vol. 2;LB00605;BIB0037;0.0;USR003346;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0067146;2026-02-26;2026-03-19;;Matemática;Estudiante;En préstamo;Autoservicio;12345;3;C. Inmon;Ingenierías;Manuel Sánchez Rodríguez;Usuario reporta portada dañada;Gestión de Bases de Datos Vol. 2;LB00232;BIB0024;0.0;USR002936;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067194;;2025-02-10;2025-02-06;Historia;Estudiante;Devuelto;Autoservicio;1022580305690;0;L. Rodríguez;Ciencias Sociales;Paola Valverde Alvarado;Usuario reporta portada dañada;Metodología de la Investigación Vol. 4;LB00621;BIB0029;0.0;USR000489;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067206;2025-11-27;2025-12-25;2026-01-06;Derecho;Estudiante;Devuelto;Autoservicio;9162022328837;0;L. Mora;Pacífico;Lucía Murillo Rojas;Renovado una vez;Redes y Telecomunicaciones Vol. 3;LB00716;;3000.0;USR004878;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0067215;2025-03-10;2025-03-24;2025-04-03;Literatura;Estudiante;Devuelto;Autoservicio;12345;3;S. Atre;Occidente;Andrés Campos Sánchez;;Teoría de la Información Vol. 3;LB00010;BIB0018;2500.0;USR003994;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067308;2024-01-27;2024-02-17;;Literatura;Funcionario;En préstamo;App móvil;000X;0;A. Solís;Ingenierías;Rocío Solano Blanco;;Historia de Costa Rica Vol. 3;LB00568;BIB0027;0.0;USR000727;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067311;2024-08-04;2024-08-18;2024-08-17;Historia;Estudiante;;Autoservicio;9128411730985;1;E. Quesada;Ingenierías;Andrea Vega Alvarado;Revisión pendiente;Investigación de Operaciones Vol. 4;LB00726;BIB0033;0.0;USR001690;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0067349;2024-07-27;2024-08-17;;Matemática;Estudiante;Devuelto;App móvil;9781ABC;3;A. Solís;Ingenierías;Paola Aguilar Vargas;;Derecho de la Información Vol. 4;LB00105;BIB0024;2000.0;USR000715;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067353;2025-03-12;2025-03-19;2025-03-28;Ingeniería;Funcionario;Devuelto;App móvil;4120948181398;0;L. Mora;Humanidades;Manuel Jiménez Navarro;Revisión pendiente;;LB00516;BIB0013;2250.0;USR000144;1;titulo_libro vacío;titulo_libro;TITULO
PRE0067357;2025-01-08;2025-01-29;2025-01-26;Literatura;Estudiante;Devuelto;Web;NULL;0;E. Quesada;Ingenierías;Julio Alvarado Calvo;Entrega con atraso;Teoría de la Información Vol. 3;LB00164;BIB0029;0.0;USR000841;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067387;2024-10-16;2024-11-13;2024-11-08;Derecho;Estudiante;;Autoservicio;6796927868765;0;N/A;Central;Gabriela Campos Quesada;Usuario reporta portada dañada;Fundamentos de Bibliotecología Vol. 1;LB00386;BIB0023;0.0;USR004130;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0067390;2024-03-25;2024-04-15;;Ingeniería;Funcionario;Atrasado;Autoservicio;2786814473947;1;R. Kimball;Occidente;Mariana Navarro Rojas;;Diseño de Experimentos Vol. 1;LB00112;BIB0004;174750.0;NULL;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067400;;2026-03-07;2026-03-16;Literatura;Estudiante;Devuelto;App móvil;3108907140140;0;J. Ramírez;Occidente;Roberto Salazar Quesada;Renovado una vez;Introducción a la Estadística Vol. 4;LB00443;BIB0020;2250.0;USR003357;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067403;2024-04-20;2024-05-18;2024-05-29;Sociología;Funcionario;Devuelto;App móvil;7311219656523;0;J. Ramírez;Occidente;Kevin Rodríguez Chaves;Renovado una vez;Derecho de la Información Vol. 2;LB00190;BIB0013;2750.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067410;2024-04-16;2024-04-23;2024-05-04;Ciencias;Estudiante;Devuelto;En línea;9659027716701;0;L. Mora;Sin sede;Paula Solano Murillo;Usuario reporta portada dañada;Administración de Proyectos Vol. 4;LB00253;BIB0012;2750.0;USR-XX;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067440;2025-11-21;2025-12-19;2025-12-28;Arte;Estudiante;;En línea;1128497185948;2;J. Caserta;Humanidades;Carlos Chaves Alvarado;;Aprendizaje Automático Vol. 4;LB00609;BIB0028;2250.0;USR000273;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0067445;2025-08-16;2025-08-30;2025-09-03;Economía;Estudiante;Devuelto;Mostrador;6375998056265;0;C. Inmon;Ingenierías;;;Redes y Telecomunicaciones Vol. 4;LB00432;BIB0036;1000.0;USR000124;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0067465;2025-02-24;2025-03-03;;Ciencias;Estudiante;Perdido;App móvil;5690877661830;0;M. Sánchez;Salud;;Revisión pendiente;Ética y Tecnología Vol. 4;LB00401;BIB0003;10000.0;123;2;id_usuario vacío o con formato inválido | nombre_usuario vacío;id_usuario | nombre_usuario;ID_USUARIO | NOMBRE_USUARIO
PRE0067472;2023-07-27;2023-08-10;;Sociología;Funcionario;En préstamo;Mostrador;12345;1;E. Quesada;Occidente;Diego Quesada Castro;Usuario reporta portada dañada;Arquitectura de Datos Vol. 2;LB00289;BIB0022;0.0;USR002718;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067473;;2025-11-09;;Ciencias;Docente;Perdido;Mostrador;9489786103131;2;E. Quesada;Pacífico;David Campos Castro;;Sistemas de Información Vol. 2;LB00697;BIB0019;15000.0;USR002857;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067484;2025-06-19;2025-07-10;2025-07-22;Sociología;Docente;Devuelto;Autoservicio;5419876351484;3;A. Pérez;Salud;Manuel Quesada Vega;Préstamo interbibliotecario;Metodología de la Investigación Vol. 1;LB00460;BIB0024;3000.0;;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067518;2023-12-24;2024-01-14;;Sociología;Estudiante;En préstamo;Mostrador;9856984789611;;M. Sánchez;Ciencias Sociales;Natalia Vargas Ramírez;Revisión pendiente;Historia de Costa Rica Vol. 2;LB00078;BIB0040;0.0;USR001628;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0067520;2025-10-09;2025-10-30;2025-11-05;tecnolog�?a;Estudiante;Devuelto;En línea;2440793110291;3;L. Rodríguez;Humanidades;;;Fundamentos de Bibliotecología Vol. 4;LB00714;BIB0017;1500.0;USR000385;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0067526;2025-07-18;2025-08-15;2025-08-12;Educación;Externo;Devuelto;En línea;9781ABC;0;S. Gómez;Salud;Mariana Ramírez Aguilar;Usuario reporta portada dañada;Investigación de Operaciones Vol. 3;LB00084;BIB0035;0.0;USR004736;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067536;2024-09-03;2024-09-17;2024-09-25;Tecnología;Estudiante;Devuelto;Mostrador;1465911665535;1;;Ciencias Sociales;Andrés Murillo Navarro;Revisión pendiente;Derecho de la Información Vol. 2;LB00342;BIB0033;2000.0;USR002955;1;autor vacío;autor;AUTOR
PRE0067543;2024-02-21;2024-02-28;2024-03-08;Sociología;Docente;Devuelto;App móvil;NULL;0;L. Mora;Pacífico;Daniela Blanco Castro;Entrega con atraso;Modelado Dimensional Vol. 4;LB00694;BIB0003;2250.0;USR001495;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067544;;2026-02-02;;Derecho;Estudiante;En préstamo;App móvil;2184011845826;0;P. Ponniah;Pacífico;Luis Rojas Salazar;Usuario reporta portada dañada;Gestión de Bases de Datos Vol. 2;LB00603;BIB0022;0.0;USR004128;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067558;2023-08-31;2023-09-07;2023-09-11;Literatura;Estudiante;Devuelto;Mostrador;12345;3;S. Atre;Salud;Andrea Araya Salazar;Préstamo interbibliotecario;Teoría de la Información Vol. 3;LB00010;BIB0018;1000.0;USR002574;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067575;2025-06-15;2025-07-13;2025-07-20;Sociología;Estudiante;Devuelto;Autoservicio;9261891411739;1;M. Sánchez;Ingenierías;Roberto Rodríguez Castro;Revisión pendiente;;LB00248;BIB0014;1750.0;USR001118;1;titulo_libro vacío;titulo_libro;TITULO
PRE0067581;2023-01-13;2023-02-03;2023-02-09;Sociología;Estudiante;Devuelto;Autoservicio;8050097882081;2;M. Ross;Pacífico;Paula Quesada Calvo;;Sistemas de Información Vol. 2;LB00017;BIB0037;1500.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067605;2023-03-21;2023-04-11;;Educación;Estudiante;Atrasado;Autoservicio;3617061713665;1;S. Atre;Humanidades;Miguel Murillo Mora;Entrega con atraso;;LB00677;BIB0023;267250.0;USR003669;1;titulo_libro vacío;titulo_libro;TITULO
PRE0067624;;2025-04-25;2025-04-25;Historia;Investigador;Devuelto;En línea;2406596575692;0;L. Mora;Occidente;Paula Sánchez Calvo;Renovado una vez;Teoría de la Información Vol. 2;LB00166;BIB0011;0.0;USR004296;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067627;2024-10-09;2024-10-30;;Ciencias;Funcionario;En préstamo;Mostrador;9240755366684;2;;Atlántico;Rocío Cordero Ramírez;;Investigación de Operaciones Vol. 1;LB00553;BIB0001;0.0;USR004349;1;autor vacío;autor;AUTOR
PRE0067650;2025-02-08;2025-03-01;2025-03-11;Tecnología;Estudiante;Devuelto;Autoservicio;1453038567700;0;S. Atre;Salud;Luis Navarro Valverde;Fila migrada manualmente;Gestión de Bases de Datos Vol. 2;LB00284;;2500.0;USR002571;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0067704;2023-07-18;2023-08-08;;Arte;Estudiante;Atrasado;Autoservicio;NULL;0;M. Ross;Humanidades;N/A;;Gestión de Bases de Datos Vol. 2;LB00539;BIB0002;237500.0;USR003684;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067713;2024-07-03;2024-07-10;;Ingeniería;Estudiante;En préstamo;En línea;0275884252410;3;L. Rodríguez;Humanidades;Elena Sánchez Chaves;Revisión pendiente;;LB00196;;0.0;USR000947;2;id_bibliotecario vacío o con formato inválido | titulo_libro vacío;id_bibliotecario | titulo_libro;ID_BIBLIOTECARIO | TITULO
PRE0067742;2024-06-20;2024-07-18;;Arte;Estudiante;En préstamo;Autoservicio;2456506098358;0;;Occidente;Sofía Vega Vargas;;Sistemas de Información Vol. 1;LB00123;BIB0007;0.0;USR003808;1;autor vacío;autor;AUTOR
PRE0067753;2025-07-01;2025-07-29;2025-07-29;Medicina;Funcionario;Devuelto;Autoservicio;3564757051204;1;R. Kimball;Humanidades;Daniela Rojas Jiménez;;Historia de Costa Rica Vol. 2;LB00322;BIB0022;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0067758;2026-01-11;2026-01-18;2026-01-15;Economía;Estudiante;Devuelto;En línea;0634615717320;0;NULL;Ingenierías;Sebastián Chaves Aguilar;;;LB00403;BIB0035;0.0;USR004572;1;titulo_libro vacío;titulo_libro;TITULO
PRE0067778;2023-07-23;2023-08-20;2023-08-15;Medicina;Docente;Devuelto;En línea;9781ABC;2;P. Ponniah;Salud;Valeria Torres Salazar;;Ética y Tecnología Vol. 1;LB00424;BIB0036;0.0;USR004100;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067789;2024-03-17;;2024-04-03;Derecho;Estudiante;Devuelto;App móvil;6409097439533;1;R. Kimball;Atlántico;Laura Calvo Cordero;Revisión pendiente;Economía Digital Vol. 3;LB00067;BIB0007;750.0;USR000328;1;fecha_vencimiento inválida;fecha_vencimiento;FECHA_VENCIMIENTO
PRE0067844;2023-04-19;2023-05-03;;Historia;Funcionario;Atrasado;En línea;1022580305690;0;L. Rodríguez;Atlántico;Ana Vargas Alvarado;Entrega con atraso;Metodología de la Investigación Vol. 4;LB00621;;261750.0;USR001815;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0067845;2025-07-23;2025-07-30;2025-08-08;Literatura;Estudiante;;App móvil;0217659180339;3;S. Atre;Atlántico;Diego Mora Mora;;Gobernanza de Datos Vol. 4;LB00158;BIB0037;2250.0;USR002628;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0067856;2024-10-27;2024-11-17;2024-11-28;Historia;Funcionario;Devuelto;App móvil;12345;0;C. Vargas;Ingenierías;Javier Araya Jiménez;Usuario reporta portada dañada;Arquitectura de Datos Vol. 2;LB00095;BIB0033;2750.0;USR000836;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067872;2023-04-28;2023-05-26;2023-05-27;Ciencias;Estudiante;Devuelto;En línea;2872808010062;1;A. Solís;Salud;;;Investigación de Operaciones Vol. 2;LB00154;BIB0025;250.0;USR004031;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0067884;2024-02-12;2024-03-04;;Ciencias;Externo;En préstamo;Mostrador;12345;0;S. Gómez;Pacífico;David Cordero Cordero;;Sistemas de Información Vol. 4;LB00143;BIB0016;0.0;USR003967;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067928;2025-09-02;2025-09-30;2025-10-06;Ciencias;Funcionario;;App móvil;6527047743490;1;S. Gómez;Ciencias Sociales;Mariana Alvarado Solano;Renovado una vez;Derecho de la Información Vol. 4;LB00224;BIB0006;1500.0;USR004861;1;estado_prestamo vacío;estado_prestamo;ESTADO
PRE0067929;2024-07-06;2024-07-13;;Historia;Estudiante;Perdido;En línea;6484085887704;;E. Quesada;Humanidades;Luis Solano Araya;Préstamo interbibliotecario;Ética y Tecnología Vol. 3;LB00271;BIB0029;15000.0;USR003284;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0067952;;2023-11-08;2023-11-13;Medicina;Estudiante;Devuelto;App móvil;1002194672324;1;R. Kimball;Ingenierías;José Jiménez Aguilar;;Gobernanza de Datos Vol. 2;LB00409;BIB0006;1250.0;USR004806;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0067954;2024-11-09;2024-11-23;2024-11-20;Arte;Estudiante;Devuelto;Mostrador;7665061809190;2;J. Ramírez;Central;;Renovado una vez;Diseño de Experimentos Vol. 3;LB00274;BIB0038;0.0;USR000124;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0067956;2024-10-15;2024-11-05;2024-11-07;Tecnología;Estudiante;Devuelto;En línea;0024471462730;1;L. Mora;Central;Javier Castro Aguilar;;;LB00436;BIB0024;500.0;USR001067;1;titulo_libro vacío;titulo_libro;TITULO
PRE0067960;2025-10-05;2025-10-12;2025-10-13;Tecnología;Estudiante;Devuelto;App móvil;000X;0;M. Sánchez;Central;Manuel Navarro Herrera;Revisión pendiente;Gestión de Bases de Datos Vol. 1;LB00698;BIB0003;250.0;USR004740;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0067968;2024-01-08;2024-02-05;;Derecho;Estudiante;En préstamo;Mostrador;8782931027079;3;P. Ponniah;Atlántico;;Entrega con atraso;Gobernanza de Datos Vol. 1;LB00405;BIB0038;0.0;USR000644;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068002;2023-06-08;2023-07-06;2023-07-18;Arte;Funcionario;Devuelto;App móvil;2639343626204;1;S. Atre;Ciencias Sociales;;Préstamo interbibliotecario;Arquitectura de Datos Vol. 3;LB00475;BIB0010;3000.0;USR004217;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068015;2023-04-21;2023-05-19;;Tecnología;Estudiante;Atrasado;En línea;8987751536637;1;S. Atre;Humanidades;José Quesada Valverde;;Metodología de la Investigación Vol. 2;LB00552;;257750.0;USR000292;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068034;2025-04-23;2025-04-30;2025-05-11;Arte;Estudiante;Devuelto;En línea;6088019948837;2;A. Pérez;Ciencias Sociales;;Entrega con atraso;Visualización de Datos Vol. 1;LB00257;BIB0031;2750.0;USR000570;1;nombre_usuario vacío;nombre_usuario;NOMBRE_USUARIO
PRE0068054;2024-10-22;2024-11-19;;Matemática;Estudiante;Atrasado;App móvil;1454563502000;;M. Ross;Ciencias Sociales;Carlos Salazar Torres;;Gestión de Bases de Datos Vol. 4;LB00625;BIB0020;120250.0;USR004642;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0068071;2025-12-07;2025-12-21;2025-12-26;Matemática;Estudiante;Devuelto;App móvil;NULL;0;J. Ramírez;Atlántico;Carlos Rodríguez Araya;Entrega con atraso;Introducción a la Estadística Vol. 3;LB00153;BIB0026;1250.0;USR001096;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068077;2025-02-09;2025-03-09;2025-03-18;Historia;Funcionario;Devuelto;Mostrador;6089899217223;0;D. Fernández;Ingenierías;José Alvarado Vargas;Renovado una vez;Diseño de Experimentos Vol. 4;LB00226;BIB0024;2250.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068087;2025-12-29;2026-01-05;2026-01-09;Ciencias;Estudiante;Devuelto;App móvil;;1;L. Mora;Pacífico;Kevin Ramírez Jiménez;Préstamo interbibliotecario;Historia de Costa Rica Vol. 2;LB00563;BIB0011;1000.0;USR000457;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0068102;2024-01-21;2024-01-28;;matem�?tica;Estudiante;En préstamo;Mostrador;8963834657871;0;S. Gómez;Pacífico;Javier Solano Aguilar;;Fundamentos de Bibliotecología Vol. 4;LB00011;;0.0;USR004352;1;id_bibliotecario vacío o con formato inválido;id_bibliotecario;ID_BIBLIOTECARIO
PRE0068141;2024-03-29;2024-04-19;2024-04-25;Literatura;Funcionario;Devuelto;Mostrador;12345;1;R. Kimball;Ciencias Sociales;José Vega Torres;Usuario reporta portada dañada;Redes y Telecomunicaciones Vol. 4;LB00156;BIB0028;1500.0;USR003089;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068155;2026-02-13;2026-02-20;2026-03-03;Economía;Estudiante;Devuelto;App móvil;;3;J. Caserta;Occidente;Kevin Sánchez Araya;Usuario reporta portada dañada;Historia de Costa Rica Vol. 2;LB00188;BIB0040;2750.0;USR003900;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0068158;2023-03-14;2023-04-04;;Sociología;Estudiante;Atrasado;Mostrador;9781ABC;1;J. Caserta;Atlántico;Elena Murillo Campos;Entrega con atraso;Introducción a la Estadística Vol. 3;LB00352;BIB0003;269000.0;USR000966;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068193;2024-07-13;2024-08-03;;Tecnología;Docente;Atrasado;Autoservicio;0214656693801;0;;Humanidades;Kevin Vargas Aguilar;;Programación en Python Vol. 1;LB00299;BIB0035;147250.0;USR000336;1;autor vacío;autor;AUTOR
PRE0068212;2025-09-14;2025-09-09;;Sociología;Docente;Atrasado;App móvil;7820715182037;;C. Vargas;Central;Gabriela Navarro Chaves;Entrega con atraso;Derecho de la Información Vol. 2;LB00093;BIB0022;43750.0;USR004427;1;renovaciones inválida o negativa;renovaciones;RENOVACIONES
PRE0068245;2024-03-16;2024-03-23;2024-03-30;Medicina;Estudiante;Devuelto;Autoservicio;;3;L. Mora;Atlántico;Gabriela Chaves Araya;;Fundamentos de Bibliotecología Vol. 1;LB00416;BIB0001;;USR004361;1;isbn con formato/longitud inválida;isbn;ISBN
PRE0068252;2025-03-27;2025-04-03;;Matemática;Investigador;En préstamo;En línea;3348170580256;1;E. Quesada;Central;Daniela Vargas Calvo;;;LB00556;BIB0030;0.0;USR002883;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068287;;2025-09-15;2025-09-12;Ingeniería;Estudiante;Devuelto;Mostrador;4870682778816;1;C. Inmon;Ciencias Sociales;Manuel Jiménez Rodríguez;Renovado una vez;Administración de Proyectos Vol. 1;LB00613;BIB0025;0.0;USR003030;1;fecha_prestamo inválida;fecha_prestamo;FECHA_PRESTAMO
PRE0068309;2023-08-09;2023-08-16;2023-08-28;Ingeniería;Estudiante;Devuelto;Mostrador;NULL;2;E. Quesada;Central;Kevin Cordero Rojas;;Historia de Costa Rica Vol. 3;LB00115;BIB0003;3000.0;USR000621;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068318;;2024-02-22;2024-02-29;Matemática;Estudiante;Devuelto;App móvil;5738757177514;0;A. Solís;Central;Carlos Rodríguez Campos;Renovado una vez;Metodología de la Investigación Vol. 2;LB00172;;1750.0;USR000856;2;id_bibliotecario vacío o con formato inválido | fecha_prestamo inválida;id_bibliotecario | fecha_prestamo;ID_BIBLIOTECARIO | FECHA_PRESTAMO
PRE0068319;2023-12-27;2024-01-03;;Tecnología;Estudiante;Atrasado;En línea;1814396661347;3;M. Sánchez;Salud;Kevin Cordero Torres;Préstamo interbibliotecario;;LB00698;BIB0029;200500.0;USR001102;1;titulo_libro vacío;titulo_libro;TITULO
PRE0068321;2024-07-24;2024-08-07;;Ciencias;Estudiante;Atrasado;Mostrador;12345;0;L. Rodríguez;Ingenierías;José Vega Gómez;Renovado una vez;Visualización de Datos Vol. 3;LB00178;BIB0011;146250.0;USR000729;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068344;2026-01-23;2026-02-13;2026-02-17;Ingeniería;Estudiante;Devuelto;Mostrador;2175250074329;0;;Ciencias Sociales;Luis Araya Campos;Préstamo interbibliotecario;Investigación de Operaciones Vol. 2;LB00242;BIB0020;1000.0;USR003361;1;autor vacío;autor;AUTOR
PRE0068357;2025-08-18;2025-08-25;;Sociología;Funcionario;En préstamo;Mostrador;0737100943882;0;S. Atre;Humanidades;Sebastián Quesada Torres;Usuario reporta portada dañada;Teoría de la Información Vol. 3;LB00701;BIB0037;0.0;??;1;id_usuario vacío o con formato inválido;id_usuario;ID_USUARIO
PRE0068365;2025-07-18;2025-07-25;2025-07-24;Derecho;Estudiante;Devuelto;Autoservicio;12345;0;M. Ross;Occidente;Sebastián Chaves Valverde;Renovado una vez;Fundamentos de Bibliotecología Vol. 3;LB00633;BIB0033;0.0;USR001821;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
PRE0068390;2025-06-30;2025-07-28;2025-08-09;Ciencias;Estudiante;Devuelto;App móvil;NULL;1;L. Mora;Ciencias Sociales;Rocío Chaves Sánchez;Revisión pendiente;Visualización de Datos Vol. 2;LB00636;BIB0015;3000.0;USR002874;2;isbn con formato/longitud inválida | isbn con formato/longitud inválida;isbn | isbn;ISBN | ISBN
